title,location,area,size,rooms,sqm_m2,price_VND,price_num,len(price),price_normalized,price_usd,trieu_met_vuong,usd_per_sqm,province,country
"Orchard Hồng Hà 83m2, tầng trung, view hồ bơi CV",Phu Nhuan,83 m² - 3 PN,83 m²,3 PN,83,"4,9 tỷ",4.9,3,4900,"$214,912",59.04,$2.59,thanh pho ho chi minh,vietnam
ORCHARD PARK VIEW 3PN GIÁ TỐT ĐẦU TƯ CHỈ 4.9 TỶ TL,Phu Nhuan,83 m² - 3 PN,83 m²,3 PN,83,"4,9 tỷ",4.9,3,4900,"$214,912",59.04,$2.59,thanh pho ho chi minh,vietnam
"NỢ NGÂN HÀNG, Bán căn 3pn, 85m2, giá 5.1 tỷ, HDMB",Phu Nhuan,85 m² - 3 PN,85 m²,3 PN,85,"5,1 tỷ",5.1,3,5100,"$223,684",60,$2.63,thanh pho ho chi minh,vietnam
Chung cư Novaland Phú Nhuận Garden Gate 85m² 3 PN,Phu Nhuan,85 m² - 3 PN,85 m²,3 PN,85,"5,05 tỷ",5.5,3,5500,"$241,228",64.71,$2.84,thanh pho ho chi minh,vietnam
CĂN HỘ ĐẸP VIEW CÔNG VIÊN GIA ĐỊNH 88M2 GIÁ 5.6 TỶ,Phu Nhuan,88 m² - 3 PN,88 m²,3 PN,88,"5,6 tỷ",5.6,3,5600,"$245,614",63.64,$2.79,thanh pho ho chi minh,vietnam
Chung cư Orchard Garden 100m² 3PN,Phu Nhuan,90 m² - 3 PN,90 m²,3 PN,90,"7,3 tỷ",7.3,3,7300,"$320,175",81.11,$3.56,thanh pho ho chi minh,vietnam
Căn Hộ Đường Cộng Hoà Chỉ 850Tr/Căn Vào Ở Ngay,Tan Binh,33 m² - 1 PN,33 m²,1 PN,33,850 triệu,850,4,850,"$37,281",25.76,$1.13,thanh pho ho chi minh,vietnam
Căn hộ 60m2 khu Cộng Hòa giá gần 1 tỷ tại Tân Bình,Tan Binh,33 m² - 1 PN,33 m²,1 PN,33,926 triệu,926,4,926,"$40,614",28.06,$1.23,thanh pho ho chi minh,vietnam
"Cần bán gấp Sky Center 34m2, đang vay ngân hàng",Tan Binh,34 m² - 1 PN,34 m²,1 PN,34,"1,97 tỷ",1.97,4,1970,"$86,404",57.94,$2.54,thanh pho ho chi minh,vietnam
Chung cư Botanica Premier 35m² 1 PN GIÁ TỐT,Tan Binh,35 m² - 1 PN,35 m²,1 PN,35,"2,2 tỷ",2.2,3,2200,"$96,491",62.86,$2.76,thanh pho ho chi minh,vietnam
"Sky Center Phổ Quang, 36m2 1.8 tỷ, 42m2 2.1tỷ,",Tan Binh,36 m² - 1 PN,36 m²,1 PN,36,"1,8 tỷ",1.8,3,1800,"$78,947",50,$2.19,thanh pho ho chi minh,vietnam
"Bán gấp căn hộ Sky Center DT 36m2, Full nội thất",Tan Binh,36 m² - 1 PN,36 m²,1 PN,36,"1,95 tỷ",1.95,4,1950,"$85,526",54.17,$2.38,thanh pho ho chi minh,vietnam
Căn hộ chung cư takashi,Tan Binh,46 m² - 1 PN,46 m²,1 PN,46,"1,39 tỷ",1.39,4,1390,"$60,965",30.22,$1.33,thanh pho ho chi minh,vietnam
"Chỉ 2.98 tỷ nhận căn hộ Botanica Hồng Hà, 1 PN",Tan Binh,50 m² - 1 PN,50 m²,1 PN,50,"2,98 tỷ",2.98,4,2980,"$130,702",59.6,$2.61,thanh pho ho chi minh,vietnam
Chính chủ bán 3 căn 1PN 1WC The Botanica tầng 16.,Tan Binh,55 m² - 1 PN,55 m²,1 PN,55,"3,15 tỷ",3.15,4,3150,"$138,158",57.27,$2.51,thanh pho ho chi minh,vietnam
Siêu phẩm 1PN tại botanica premier giá rẻ,Tan Binh,56 m² - 1 PN,56 m²,1 PN,56,"3,2 tỷ",3.2,3,3200,"$140,351",57.14,$2.51,thanh pho ho chi minh,vietnam
Cần bán gấp nhà mặt tiền Hồng Lạc,Tan Binh,86.1 m² - 1 PN,86.1 m²,1 PN,86,15 tỷ,15,3,15000,"$657,895",174.22,$7.64,thanh pho ho chi minh,vietnam
Sở hữu căn hộ giá gốc từ Chủ Đầu Tư 57m2 - 2PN,Tan Binh,57 m² - 2 PN,57 m²,2 PN,57,"2,1 tỷ",2.1,3,2100,"$92,105",36.84,$1.62,thanh pho ho chi minh,vietnam
CĂN HỘ FACE ID CÔNG NGHỆ MỚI LIỀN KỀ GÒ VẤP,Tan Binh,57 m² - 2 PN,57 m²,2 PN,57,"2,3 tỷ",2.3,3,2300,"$100,877",40.35,$1.77,thanh pho ho chi minh,vietnam
"The Botanica - Căn hộ 2PN, view Đông, có nội thất",Tan Binh,57 m² - 2 PN,57 m²,2 PN,57,"3,3 tỷ",3.3,3,3300,"$144,737",57.89,$2.54,thanh pho ho chi minh,vietnam
Căn hộ The Botanica 57m² 2PN,Tan Binh,57 m² - 2 PN,57 m²,2 PN,57,"3,32 tỷ",3.32,4,3320,"$145,614",58.25,$2.55,thanh pho ho chi minh,vietnam
Chung cư Mở bán 200 căn Legarcy Central 60m² 2PN,Tan Binh,60 m² - 2 PN,60 m²,2 PN,60,870 triệu,870,4,870,"$38,158",14.5,$0.64,thanh pho ho chi minh,vietnam
Chính chủ cần bán gấp căn hộ 2pn chung cư Bàu Cát,Tan Binh,68 m² - 2 PN,68 m²,2 PN,68,"2,5 tỷ",2.5,3,2500,"$109,649",36.76,$1.61,thanh pho ho chi minh,vietnam
Căn Hộ Chung Cư The Harmona Trương Công Định 2 PN,Tan Binh,68 m² - 2 PN,68 m²,2 PN,68,"3,05 tỷ",3.5,3,3500,"$153,509",51.47,$2.26,thanh pho ho chi minh,vietnam
BOTANICA PREMIER 2PN CĂN GÓC ĐỦ NỘI THẤT CHỈ 3.75T,Tan Binh,70 m² - 2 PN,70 m²,2 PN,70,"3,75 tỷ",3.75,4,3750,"$164,474",53.57,$2.35,thanh pho ho chi minh,vietnam
BÁN CĂN HỘ KHU SÂN BAY VIEW ĐÔNG MỚI 100% SIÊU ĐẸP,Tan Binh,70 m² - 2 PN,70 m²,2 PN,70,"4,15 tỷ",4.15,4,4150,"$182,018",59.29,$2.60,thanh pho ho chi minh,vietnam
Giá rẻ mùa Covid kèm Euro: 2.4xx full nội thất,Tan Binh,71 m² - 2 PN,71 m²,2 PN,71,"2,475 tỷ",2.475,5,2475,"$108,553",34.86,$1.53,thanh pho ho chi minh,vietnam
Chung cư The Botanica 73m² 2PN căn góc thoáng mát,Tan Binh,73 m² - 2 PN,73 m²,2 PN,73,4 tỷ,4,2,4000,"$175,439",54.79,$2.40,thanh pho ho chi minh,vietnam
BÁN CĂN HỘ 2 PHÒNG GIÁ TẦNG PHONG THUỶ GIÁ 4.27 TỶ,Tan Binh,74 m² - 2 PN,74 m²,2 PN,74,"4,27 tỷ",4.27,4,4270,"$187,281",57.7,$2.53,thanh pho ho chi minh,vietnam
"Bán căn hộ  cao cấp Cộng Hòa Garden, view Lanmark",Tan Binh,77 m² - 2 PN,77 m²,2 PN,77,3 tỷ,3,2,3000,"$131,579",38.96,$1.71,thanh pho ho chi minh,vietnam
"SKY CENTER, 74(M2) GIÁ 3.65TỶ, 80(M2) 3.7 TỶ",Tan Binh,80 m² - 2 PN,80 m²,2 PN,80,"3,7 tỷ",3.7,3,3700,"$162,281",46.25,$2.03,thanh pho ho chi minh,vietnam
"Bán căn hộ Ruby Garden 87m2 2PN,Có Sổ Hồng,Full NT",Tan Binh,87 m² - 2 PN,87 m²,2 PN,87,"2,95 tỷ",2.95,4,2950,"$129,386",33.91,$1.49,thanh pho ho chi minh,vietnam
Cần bán chung cư Phúc Yên 90m2 full nội thất,Tan Binh,90 m² - 2 PN,90 m²,2 PN,90,"2,8 tỷ",2.8,3,2800,"$122,807",31.11,$1.36,thanh pho ho chi minh,vietnam
CĂN HỘ CHÍNH CHỦ 90m2 P15 Q. Tân Bình,Tan Binh,90 m² - 2 PN,90 m²,2 PN,90,"2,87 tỷ",2.87,4,2870,"$125,877",31.89,$1.40,thanh pho ho chi minh,vietnam
"Căn hộ RuBy Garden 90,5m2 , căn góc , Block A, 2PN",Tan Binh,90.5 m² - 2 PN,90.5 m²,2 PN,91,"3,1 tỷ",3.1,3,3100,"$135,965",34.25,$1.50,thanh pho ho chi minh,vietnam
"Căn GÓC 3PN Botanica Premier 96m2, view thoáng",Tan Binh,96 m² - 3 PN,96 m²,3 PN,96,"5,15 tỷ",5.15,4,5150,"$225,877",53.65,$2.35,thanh pho ho chi minh,vietnam
Chung cư Căn Hộ HARMONA quận Tân Bình 3PN 100m2,Tan Binh,100 m² - 3 PN,100 m²,3 PN,100,"3,7 tỷ",3.7,3,3700,"$162,281",37,$1.62,thanh pho ho chi minh,vietnam
Chung cư cao cấp đẹp Botanica Premier 105m² 3PN,Tan Binh,105 m² - 3 PN,105 m²,3 PN,105,"6,33 tỷ",6.33,4,6330,"$277,632",60.29,$2.64,thanh pho ho chi minh,vietnam
"3PN tại Sky Center 3PN=96m2=4,12 tỷ, 129m2=5tỷ28,",Tan Binh,129 m² - 3 PN,129 m²,3 PN,129,6 tỷ,6,2,6000,"$263,158",46.51,$2.04,thanh pho ho chi minh,vietnam
Chung cư Tây Thạnh 45m² 1 PN lầu 2,Tan Phu,45 m² - 1 PN,45 m²,1 PN,45,"1,35 tỷ",1.35,4,1350,"$59,211",30,$1.32,thanh pho ho chi minh,vietnam
Chung cư 8x Đầm Sen 47m² 1 PN,Tan Phu,47 m² - 1 PN,47 m²,1 PN,47,"1,38 tỷ",1.38,4,1380,"$60,526",29.36,$1.29,thanh pho ho chi minh,vietnam
Hàng hếm bán căn 1PN Carillon7 Giá:2.35tỷ bao hết,Tan Phu,49 m² - 1 PN,49 m²,1 PN,49,"2,35 tỷ",2.35,4,2350,"$103,070",47.96,$2.10,thanh pho ho chi minh,vietnam
CẦN BÁN GẤP CĂN CHUNG CƯ CELADON TÂN PHÚ - 1PN,Tan Phu,50 m² - 1 PN,50 m²,1 PN,50,"1,95 tỷ",1.95,4,1950,"$85,526",39,$1.71,thanh pho ho chi minh,vietnam
Carillon 7 - Ngay đầm sen .Q.Tân phú-48m2-115m2,Tan Phu,50 m² - 1 PN,50 m²,1 PN,50,"2,2 tỷ",2.2,3,2200,"$96,491",44,$1.93,thanh pho ho chi minh,vietnam
"Căn hộ Carilon 7,mặt tiền Tân Phú, nhận nhà ở ngay",Tan Phu,50 m² - 1 PN,50 m²,1 PN,50,"2,25 tỷ",2.25,4,2250,"$98,684",45,$1.97,thanh pho ho chi minh,vietnam
"Giỏ hàng bán 1pn-2pn-3pn, Duxlep, trệt khu Emerald",Tan Phu,53 m² - 1 PN,53 m²,1 PN,53,"2,35 tỷ",2.35,4,2350,"$103,070",44.34,$1.94,thanh pho ho chi minh,vietnam
"Bán gấp căn hộ Emerald 53 m2 . Giá 2,35 tỷ .",Tan Phu,53 m² - 1 PN,53 m²,1 PN,53,"2,35 tỷ",2.35,4,2350,"$103,070",44.34,$1.94,thanh pho ho chi minh,vietnam
Thua cá độ Euro bán gấp căn 2PN Richstar⚽Full NT,Tan Phu,53 m² - 1 PN,53 m²,1 PN,53,"2,5 tỷ",2.5,3,2500,"$109,649",47.17,$2.07,thanh pho ho chi minh,vietnam
Bán gấp căn chung cư gò dầu quận tân phú,Tan Phu,52 m² - 2 PN,52 m²,2 PN,52,"1,68 tỷ",1.68,4,1680,"$73,684",32.31,$1.42,thanh pho ho chi minh,vietnam
"Căn hộ Richstar Novaland, 53m2, 2PN - 2.450 tỷ BH",Tan Phu,53 m² - 2 PN,53 m²,2 PN,53,"2,4 tỷ",2.4,3,2400,"$105,263",45.28,$1.99,thanh pho ho chi minh,vietnam
🍀Bán căn hộ 2PN-Full nội thất Richstar-Giá: 2.5tỷ,Tan Phu,53 m² - 2 PN,53 m²,2 PN,53,"2,5 tỷ",2.5,3,2500,"$109,649",47.17,$2.07,thanh pho ho chi minh,vietnam
Căn hộ richstar Novaland 2PN 1wc Full nội thất,Tan Phu,53 m² - 2 PN,53 m²,2 PN,53,"2,7 tỷ",2.7,3,2700,"$118,421",50.94,$2.23,thanh pho ho chi minh,vietnam
Chung cư Celadon City 55m² 2 PN đầy đủ nội thất,Tan Phu,55 m² - 2 PN,55 m²,2 PN,55,2 tỷ,2,2,2000,"$87,719",36.36,$1.59,thanh pho ho chi minh,vietnam
Chung cư Celadon City 55m² 2PN,Tan Phu,55 m² - 2 PN,55 m²,2 PN,55,"2,17 tỷ",2.17,4,2170,"$95,175",39.45,$1.73,thanh pho ho chi minh,vietnam
Bán 2PN 1WC Full NT 2.5 tỷ. Căn Hộ Richstar,Tan Phu,55 m² - 2 PN,55 m²,2 PN,55,"2,5 tỷ",2.5,3,2500,"$109,649",45.45,$1.99,thanh pho ho chi minh,vietnam
"Căn hộ IDICO Lũy Bán Bích, DT 56m² 2PN/2WC",Tan Phu,56 m² - 2 PN,56 m²,2 PN,56,"1,7 tỷ",1.7,3,1700,"$74,561",30.36,$1.33,thanh pho ho chi minh,vietnam
"Bán Nhanh _ 2,5 TỶ _ Căn 2 phòng ngủ - 1 nhà WC",Tan Phu,56 m² - 2 PN,56 m²,2 PN,56,"2,5 tỷ",2.5,3,2500,"$109,649",44.64,$1.96,thanh pho ho chi minh,vietnam
"Bán Căn 2,5 Tỷ _ Richstar Loại 2 Phòng Ngủ Mới .",Tan Phu,56 m² - 2 PN,56 m²,2 PN,56,"2,5 tỷ",2.5,3,2500,"$109,649",44.64,$1.96,thanh pho ho chi minh,vietnam
Chung cư Tây Thạnh 58m² 2 PN,Tan Phu,58 m² - 2 PN,58 m²,2 PN,58,"1,6 tỷ",1.6,3,1600,"$70,175",27.59,$1.21,thanh pho ho chi minh,vietnam
"Cần bán gấp bán lỗ 58m2 c,c Gò Dầu - LôB",Tan Phu,58 m² - 2 PN,58 m²,2 PN,58,"1,85 tỷ",1.85,4,1850,"$81,140",31.9,$1.40,thanh pho ho chi minh,vietnam
Chung cư Gò Dầu 2 58.6m² 2PN Sổ Hồng lâu dài,Tan Phu,58.6 m² - 2 PN,58.6 m²,2 PN,59,"1,75 tỷ",1.75,4,1750,"$76,754",29.86,$1.31,thanh pho ho chi minh,vietnam
"Bán Chung cư Tây Thạnh 59m² 2PN, Q Tphu",Tan Phu,59 m² - 2 PN,59 m²,2 PN,59,"1,625 tỷ",1.625,5,1625,"$71,272",27.54,$1.21,thanh pho ho chi minh,vietnam
"chung cư Gò Dầu 2 lô A lầu 1, sổ hồng vĩnh viễn",Tan Phu,59 m² - 2 PN,59 m²,2 PN,59,"1,75 tỷ",1.75,4,1750,"$76,754",29.66,$1.30,thanh pho ho chi minh,vietnam
Căn hộ 2PN 59m2 CC Gò Dầu 2 ngay MT 26 Tân Sơn Nhì,Tan Phu,59 m² - 2 PN,59 m²,2 PN,59,"1,8 tỷ",1.8,3,1800,"$78,947",30.51,$1.34,thanh pho ho chi minh,vietnam
Bán căn hộ trung tâm quận Tân Phú,Tan Phu,60 m² - 2 PN,60 m²,2 PN,60,"1,85 tỷ",1.85,4,1850,"$81,140",30.83,$1.35,thanh pho ho chi minh,vietnam
"Căn hộ 2PN, 1PK, 60m2 Resgreen, QTân Phú",Tan Phu,60 m² - 2 PN,60 m²,2 PN,60,"3,15 tỷ",3.15,4,3150,"$138,158",52.5,$2.30,thanh pho ho chi minh,vietnam
"Carillon 7, 2 PN-1WC, 2.75 tỷ",Tan Phu,61 m² - 2 PN,61 m²,2 PN,61,"2,75 tỷ",2.75,4,2750,"$120,614",45.08,$1.98,thanh pho ho chi minh,vietnam
"Bán căn hộ GreenTower 2pn,2wc Tầng cao View Q1",Tan Phu,61 m² - 2 PN,61 m²,2 PN,61,"3,1 tỷ",3.1,3,3100,"$135,965",50.82,$2.23,thanh pho ho chi minh,vietnam
Căn hộ Topaz Garden 62m2 2PN- Full nội thất đẹp,Tan Phu,62 m² - 2 PN,62 m²,2 PN,62,"2,4 tỷ",2.4,3,2400,"$105,263",38.71,$1.70,thanh pho ho chi minh,vietnam
"Tôi cần bán căn hộ cao cấp resgreen tower ,62m2",Tan Phu,62 m² - 2 PN,62 m²,2 PN,62,"3,18 tỷ",3.18,4,3180,"$139,474",51.29,$2.25,thanh pho ho chi minh,vietnam
"💰Bán gấp căn hộ Quang Thái 2PN giá rẻ, có sổ hồng",Tan Phu,63 m² - 2 PN,63 m²,2 PN,63,"1,95 tỷ",1.95,4,1950,"$85,526",30.95,$1.36,thanh pho ho chi minh,vietnam
Bán CH Quang Thái 2PN 2WC. Nhà có sổ hồng.,Tan Phu,63 m² - 2 PN,63 m²,2 PN,63,"1,95 tỷ",1.95,4,1950,"$85,526",30.95,$1.36,thanh pho ho chi minh,vietnam
"Bán 2PN 2WC, 1.95ty, Có Sổ Hồng. Căn Hộ Quang Thái",Tan Phu,63 m² - 2 PN,63 m²,2 PN,63,"1,95 tỷ",1.95,4,1950,"$85,526",30.95,$1.36,thanh pho ho chi minh,vietnam
"CH Quang Thái 2pn,2wc 63m2 lầu cao view đầm sen",Tan Phu,63 m² - 2 PN,63 m²,2 PN,63,"1,98 tỷ",1.98,4,1980,"$86,842",31.43,$1.38,thanh pho ho chi minh,vietnam
$Giảm Cực Sâu$ Carillon 2PN - Bao phí QL - 2.55 tỷ,Tan Phu,63 m² - 2 PN,63 m²,2 PN,63,"2,55 tỷ",2.55,4,2550,"$111,842",40.48,$1.78,thanh pho ho chi minh,vietnam
"Bán căn hộ Richstar 63 m2 (2Pn-2WC), 2,68 tỉ",Tan Phu,63 m² - 2 PN,63 m²,2 PN,63,"2,68 tỷ",2.68,4,2680,"$117,544",42.54,$1.87,thanh pho ho chi minh,vietnam
Bán căn hộ An Gia Garden 63M 2PN 2WC View Hồ Bơi,Tan Phu,63 m² - 2 PN,63 m²,2 PN,63,"2,85 tỷ",2.85,4,2850,"$125,000",45.24,$1.98,thanh pho ho chi minh,vietnam
"Bán gấp gấp căn Emerald, 63m2, Nội thất cơ bản",Tan Phu,63 m² - 2 PN,63 m²,2 PN,63,"3,05 tỷ",3.5,3,3500,"$153,509",55.56,$2.44,thanh pho ho chi minh,vietnam
"Tôi bán căn hộ 2PN,1WC-63,8m2 Emerald,chỉ gần 3tỷ.",Tan Phu,63.8 m² - 2 PN,63.8 m²,2 PN,64,"2,95 tỷ",2.95,4,2950,"$129,386",46.24,$2.03,thanh pho ho chi minh,vietnam
"Đình Nam BĐS ,bán Chung cư Celadon City 63.8m² 2PN",Tan Phu,63.8 m² - 2 PN,63.8 m²,2 PN,64,"3,049 tỷ",3.049,5,3049,"$133,728",47.79,$2.10,thanh pho ho chi minh,vietnam
Bán Căn Hộ Ngọc Đông Dương 2PN 2WC Giá 1.85 tỷ,Tan Phu,64 m² - 2 PN,64 m²,2 PN,64,"1,8 tỷ",1.8,3,1800,"$78,947",28.13,$1.23,thanh pho ho chi minh,vietnam
Chung cư TaniBuilding Sơn Kỳ 1 64m² 2PN SHR,Tan Phu,64 m² - 2 PN,64 m²,2 PN,64,2 tỷ,2,2,2000,"$87,719",31.25,$1.37,thanh pho ho chi minh,vietnam
"Bán căn hộ IDICO Tân Phú, 64m2 2PN Full nội thất",Tan Phu,64 m² - 2 PN,64 m²,2 PN,64,"2,35 tỷ",2.35,4,2350,"$103,070",36.72,$1.61,thanh pho ho chi minh,vietnam
Bán căn hộ Idico tầng thấp 2ty370 chính chủ,Tan Phu,64 m² - 2 PN,64 m²,2 PN,64,"2,37 tỷ",2.37,4,2370,"$103,947",37.03,$1.62,thanh pho ho chi minh,vietnam
"Bán gấp: Căn 64m2, NTCB giá chỉ: 3.05tỷ CC Emearld",Tan Phu,64 m² - 2 PN,64 m²,2 PN,64,"3,05 tỷ",3.5,3,3500,"$153,509",54.69,$2.40,thanh pho ho chi minh,vietnam
"Bán Gấp : Căn 2 Pn -2WC, Richstar Tô Hiệu- Full NT",Tan Phu,64.3 m² - 2 PN,64.3 m²,2 PN,64,"2,87 tỷ",2.87,4,2870,"$125,877",44.63,$1.96,thanh pho ho chi minh,vietnam
Căn hộ 2PN 65m2 .Tan Phu . Gần chợ Tân Hương,Tan Phu,65 m² - 2 PN,65 m²,2 PN,65,"1,5 tỷ",1.5,3,1500,"$65,789",23.08,$1.01,thanh pho ho chi minh,vietnam
Chung cư Lotus Gaden 65m² 2PN có sổ hồng,Tan Phu,65 m² - 2 PN,65 m²,2 PN,65,"2,3 tỷ",2.3,3,2300,"$100,877",35.38,$1.55,thanh pho ho chi minh,vietnam
Chung cư Carillon 7 65m² 2PN giá bán chính chủ,Tan Phu,65 m² - 2 PN,65 m²,2 PN,65,"2,5 tỷ",2.5,3,2500,"$109,649",38.46,$1.69,thanh pho ho chi minh,vietnam
"Bán gấp căn 2PN - 2WC Richstar full NT, 2,6 tỷ",Tan Phu,65 m² - 2 PN,65 m²,2 PN,65,"2,6 tỷ",2.6,3,2600,"$114,035",40,$1.75,thanh pho ho chi minh,vietnam
"Căn hộ cao cấp Richstar Novaland, 65m2,2PN FULL NT",Tan Phu,65 m² - 2 PN,65 m²,2 PN,65,"2,75 tỷ",2.75,4,2750,"$120,614",42.31,$1.86,thanh pho ho chi minh,vietnam
Căn hộ RichStar 65m² 2PN full giá sốc mùa dịch,Tan Phu,65 m² - 2 PN,65 m²,2 PN,65,"2,75 tỷ",2.75,4,2750,"$120,614",42.31,$1.86,thanh pho ho chi minh,vietnam
🎋 Bán Nhanh Căn 2PN+2WC Richstar-Full NT Sịn Xò,Tan Phu,65 m² - 2 PN,65 m²,2 PN,65,"2,8 tỷ",2.8,3,2800,"$122,807",43.08,$1.89,thanh pho ho chi minh,vietnam
"Bán Căn 2PN 2WC Full NT, 2.85 tỷ. CHCC Richstar",Tan Phu,65 m² - 2 PN,65 m²,2 PN,65,"2,85 tỷ",2.85,4,2850,"$125,000",43.85,$1.92,thanh pho ho chi minh,vietnam
Chung cư Richstar 65m rẻ hơn thị trường 150tr.,Tan Phu,65 m² - 2 PN,65 m²,2 PN,65,"2,9 tỷ",2.9,3,2900,"$127,193",44.62,$1.96,thanh pho ho chi minh,vietnam
"Chung Cư Tân Phú RichStar 65m² 2PN "" Full """,Tan Phu,65 m² - 2 PN,65 m²,2 PN,65,3 tỷ,3,2,3000,"$131,579",46.15,$2.02,thanh pho ho chi minh,vietnam
CH.Richstar 65m2 View đầm sen - giá tốt mùa dịch,Tan Phu,65 m² - 2 PN,65 m²,2 PN,65,"3,05 tỷ",3.5,3,3500,"$153,509",53.85,$2.36,thanh pho ho chi minh,vietnam
Chung cư Richstar T.Phú 65m2 2PN giá cực tốt 2.6ty,Tan Phu,65.2 m² - 2 PN,65.2 m²,2 PN,65,"2,6 tỷ",2.6,3,2600,"$114,035",39.88,$1.75,thanh pho ho chi minh,vietnam
Bán 2PN 2WC Full Nội Thất Giá: 2.850tỷ Richstar 🍀,Tan Phu,65.4 m² - 2 PN,65.4 m²,2 PN,65,"2,85 tỷ",2.85,4,2850,"$125,000",43.58,$1.91,thanh pho ho chi minh,vietnam
Chung cư Chung cư Tây Thạnh 66m² 2PN tầng lửng,Tan Phu,66 m² - 2 PN,66 m²,2 PN,66,"2,15 tỷ",2.15,4,2150,"$94,298",32.58,$1.43,thanh pho ho chi minh,vietnam
Chung cư Chung cư Tây Thạnh 66m² 2 PN 2WC,Tan Phu,66 m² - 2 PN,66 m²,2 PN,66,"2,15 tỷ",2.15,4,2150,"$94,298",32.58,$1.43,thanh pho ho chi minh,vietnam
"Bán nhanh mùa dịch.CH 66m2+2PN+2WC.GIÁ 2,3 TỶ",Tan Phu,66 m² - 2 PN,66 m²,2 PN,66,"2,3 tỷ",2.3,3,2300,"$100,877",34.85,$1.53,thanh pho ho chi minh,vietnam
Chung cư Lotus Garden 66m² 2PN 1WC Full NT,Tan Phu,66 m² - 2 PN,66 m²,2 PN,66,"2,33 tỷ",2.33,4,2330,"$102,193",35.3,$1.55,thanh pho ho chi minh,vietnam
Tung Rỏ Hàng Căn Hộ Carillon7 Tháng 6 Giá bao đẹp,Tan Phu,66 m² - 2 PN,66 m²,2 PN,66,"2,35 tỷ",2.35,4,2350,"$103,070",35.61,$1.56,thanh pho ho chi minh,vietnam
"CĂN HỘ MỚI NHẬN,CAO CẤP, ĐỦ TIỆN ÍCH TẠI Q.Tân Phú",Tan Phu,66 m² - 2 PN,66 m²,2 PN,66,"2,35 tỷ",2.35,4,2350,"$103,070",35.61,$1.56,thanh pho ho chi minh,vietnam
"Bán nhanh mùa dịch.CH TẦNG CAO 66m2+2PN GIÁ 2,38TỶ",Tan Phu,66 m² - 2 PN,66 m²,2 PN,66,"2,38 tỷ",2.38,4,2380,"$104,386",36.06,$1.58,thanh pho ho chi minh,vietnam
"BÁN NHANH CĂN 2PN VIEW ĐẦM SEN 2,5 TỶ BAO HẾT",Tan Phu,66 m² - 2 PN,66 m²,2 PN,66,"2,4 tỷ",2.4,3,2400,"$105,263",36.36,$1.59,thanh pho ho chi minh,vietnam
CÒN 1 căn duy nhất 2pn 1wc GIÁ 2 tỷ 4 rẻ nhât TT,Tan Phu,66 m² - 2 PN,66 m²,2 PN,66,"2,4 tỷ",2.4,3,2400,"$105,263",36.36,$1.59,thanh pho ho chi minh,vietnam
"Bán căn hộ IDICO Tân Phú, 66m2 2PN NTCB mới 100%",Tan Phu,66 m² - 2 PN,66 m²,2 PN,66,"2,4 tỷ",2.4,3,2400,"$105,263",36.36,$1.59,thanh pho ho chi minh,vietnam
CHỦ NGỘP CẦN RA GẤP CĂN HỘ 2PN VIEW CỰC ĐẸP,Tan Phu,66 m² - 2 PN,66 m²,2 PN,66,"2,4 tỷ",2.4,3,2400,"$105,263",36.36,$1.59,thanh pho ho chi minh,vietnam
"Bán xổ bán lỗ cc Carillon 7 2pn 66m view đông 2,48",Tan Phu,66 m² - 2 PN,66 m²,2 PN,66,"2,48 tỷ",2.48,4,2480,"$108,772",37.58,$1.65,thanh pho ho chi minh,vietnam
Chung cư Carillon 7 66m² 2 PN View hướng Nam,Tan Phu,66 m² - 2 PN,66 m²,2 PN,66,"2,5 tỷ",2.5,3,2500,"$109,649",37.88,$1.66,thanh pho ho chi minh,vietnam
"Bán nhanh CH Carillon 7.Hướng nam .66m2 .2,510 tỷ",Tan Phu,66 m² - 2 PN,66 m²,2 PN,66,"2,51 tỷ",2.51,4,2510,"$110,088",38.03,$1.67,thanh pho ho chi minh,vietnam
"Căn hộ cao cấp Carillon 7, Tân Phú -66m2, 2.550 tỷ",Tan Phu,66 m² - 2 PN,66 m²,2 PN,66,"2,55 tỷ",2.55,4,2550,"$111,842",38.64,$1.69,thanh pho ho chi minh,vietnam
Chung cư Carillon 7 66m² 2PN nhận nhà ở ngay,Tan Phu,66 m² - 2 PN,66 m²,2 PN,66,"2,58 tỷ",2.58,4,2580,"$113,158",39.09,$1.71,thanh pho ho chi minh,vietnam
Carillon 7 View HỒ BƠI 2PN-1WC DT 66m² GIÁ 2 Tỷ 6,Tan Phu,66 m² - 2 PN,66 m²,2 PN,66,"2,6 tỷ",2.6,3,2600,"$114,035",39.39,$1.73,thanh pho ho chi minh,vietnam
Carillon 7 66m² 2PN-1wc số 12-b5a H.bắc mặt tiền,Tan Phu,66 m² - 2 PN,66 m²,2 PN,66,"2,65 tỷ",2.65,4,2650,"$116,228",40.15,$1.76,thanh pho ho chi minh,vietnam
"căn hộ IDICO Tân Phú: 67m2/2PN + 2WC ,có nội thất",Tan Phu,67 m² - 2 PN,67 m²,2 PN,67,"1,8 tỷ",1.8,3,1800,"$78,947",26.87,$1.18,thanh pho ho chi minh,vietnam
"Chung cư Lotus Garden 67m² 2PN- SỔ HỒNG, căn góc",Tan Phu,67 m² - 2 PN,67 m²,2 PN,67,"2,35 tỷ",2.35,4,2350,"$103,070",35.07,$1.54,thanh pho ho chi minh,vietnam
